surface,id,capability,scope,headless_mapping,coverage,decision,remains_in_adtk,upstream_value,credit_path,priority,effort,evidence,constraint,next_validation,source
Headless reference guide,recipes.md,Recipes,Agent capability,ADTK specialist domain guidance,New guidance,Defer optional guidance,Evidence-grounded admin prompts and runtime enforcement,Already upstream,Reference material only; no inference or tool bridge,P2,Small,Source inspected; replacement not live-tested,"Reference file, not separately registered SKILL.md; scope to the relevant specialist",Evaluate on grounded admin tasks before adding to prompts,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/skills/dataiku-headless/references/recipes.md
Headless reference guide,scenarios.md,Scenarios,Agent capability,ADTK specialist domain guidance,New guidance,Defer optional guidance,Evidence-grounded admin prompts and runtime enforcement,Already upstream,Reference material only; no inference or tool bridge,P2,Small,Source inspected; replacement not live-tested,"Reference file, not separately registered SKILL.md; scope to the relevant specialist",Evaluate on grounded admin tasks before adding to prompts,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/skills/dataiku-headless/references/scenarios.md
Headless reference guide,semantic-models.md,Semantic Models,Agent capability,ADTK specialist domain guidance,New guidance,Defer optional guidance,Evidence-grounded admin prompts and runtime enforcement,Already upstream,Reference material only; no inference or tool bridge,P2,Small,Source inspected; replacement not live-tested,"Reference file, not separately registered SKILL.md; scope to the relevant specialist",Evaluate on grounded admin tasks before adding to prompts,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/skills/dataiku-headless/references/semantic-models.md
Headless reference guide,webapps.md,WebApps,Agent capability,ADTK specialist domain guidance,Instruction overlap,Reuse guidance,Evidence-grounded admin prompts and runtime enforcement,Already upstream,Reference material only; no inference or tool bridge,P1,Small,Source inspected; replacement not live-tested,"Reference file, not separately registered SKILL.md; scope to the relevant specialist",Evaluate on grounded admin tasks before adding to prompts,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/skills/dataiku-headless/references/webapps.md
Headless reference guide,wikis/wiki-content.md,Wiki Content,Agent capability,ADTK specialist domain guidance,New guidance,Defer optional guidance,Evidence-grounded admin prompts and runtime enforcement,Already upstream,Reference material only; no inference or tool bridge,P2,Small,Source inspected; replacement not live-tested,"Reference file, not separately registered SKILL.md; scope to the relevant specialist",Evaluate on grounded admin tasks before adding to prompts,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/skills/dataiku-headless/references/wikis/wiki-content.md
Headless reference guide,wikis.md,Wikis,Agent capability,ADTK specialist domain guidance,New guidance,Defer optional guidance,Evidence-grounded admin prompts and runtime enforcement,Already upstream,Reference material only; no inference or tool bridge,P2,Small,Source inspected; replacement not live-tested,"Reference file, not separately registered SKILL.md; scope to the relevant specialist",Evaluate on grounded admin tasks before adding to prompts,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/skills/dataiku-headless/references/wikis.md
ADTK entry skill,.agents/skills/admin-toolkit-maintenance/SKILL.md,"Admin Toolkit release/documentation maintenance (same logical skill, two harness locations)",Development instruction,No generic Headless replacement,Repository specific,Keep local; do not port wholesale,Repository maintenance skill,Low: specific React/plugin release contracts,Outside agent runtime; harness inference separate,P3,Small,Source inspected; replacement not live-tested,"Describes this checkout, build commands and documentation, not customer DSS administration",Reuse only generic review patterns if an upstream maintainer wants them,/Users/claude/Documents/dss-admin-toolkit/.agents/skills/admin-toolkit-maintenance/SKILL.md
ADTK entry skill,.claude/skills/admin-toolkit-maintenance/SKILL.md,"Admin Toolkit release/documentation maintenance (same logical skill, two harness locations)",Development instruction,No generic Headless replacement,Repository specific,Keep local; do not port wholesale,Repository maintenance skill,Low: specific React/plugin release contracts,Outside agent runtime; harness inference separate,P3,Small,Source inspected; replacement not live-tested,"Describes this checkout, build commands and documentation, not customer DSS administration",Reuse only generic review patterns if an upstream maintainer wants them,/Users/claude/Documents/dss-admin-toolkit/.claude/skills/admin-toolkit-maintenance/SKILL.md
ADTK instruction asset,TRIAGE_SYSTEM_PROMPT,Deterministic score interpretation and evidence-grounded fleet recommendations,Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,High: portable admin triage playbook; requires diagnostic bridge,Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/prompts.py
ADTK instruction asset,SCOPING_SYSTEM_PROMPT,Fleet scoping with explicit observability gaps,Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,High: reusable evidence and uncertainty discipline,Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/prompts.py
ADTK instruction asset,ACTUATOR_SYSTEM_PROMPT,"Read, plan, approve, execute and audit workflow",Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,High: admin safety workflow; must retain server enforcement,Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/prompts.py
ADTK instruction asset,GENERALIST_SYSTEM_PROMPT,Unified admin-agent routing and behavior,Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,Medium: adapt after a supported tool bridge exists,Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/prompts.py
ADTK instruction asset,SENSOR_MANIFEST_TEMPLATE,Generate capability guidance from actually bound tools,Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,High: prevents unsupported capability claims,Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/prompts.py
ADTK instruction asset,SEVERITY_RUBRIC,Separate outage/data-loss severity from cost opportunities,Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,High: reusable admin assessment policy,Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/rubric.py
ADTK instruction asset,ACTION_SAFETY_RUBRIC,Risk and action safety guidance,Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,High: useful companion to deterministic action policy,Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/rubric.py
ADTK instruction asset,action-items-addendum,Evidence-linked actionable recommendations,Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,High: adapt structure; Toolkit UI schema remains local,Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/action_items.py
ADTK instruction asset,remediation-map,Map known findings to executable actions or manual work,Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,High: portable pattern; action IDs are Toolkit-specific,Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/python-lib/atk_agent_common/remediation_map.py
ADTK instruction asset,consistency-pass,Repository UI and contract review command,Development instruction,Headless specialist/companion guidance; no automatic import,Instruction candidate,Keep local; do not port wholesale,Runtime evidence gathering and policy enforcement,Low: React/module/trends checks are repository-specific,Instructions alone do not route inference or consume Cobuild usage,P3,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/plugins/admin-toolkit-consistency/commands/consistency-pass.md
ADTK instruction asset,maintenance-workflow,Release/documentation workflow supporting maintenance skill,Development instruction,Headless specialist/companion guidance; no automatic import,Instruction candidate,Keep local; do not port wholesale,Runtime evidence gathering and policy enforcement,Low: repository release procedure,Instructions alone do not route inference or consume Cobuild usage,P3,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/docs/agent-workflows/admin-toolkit-maintenance.md
ADTK instruction asset,severity-playbook,Human-readable triage rubric,Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,High: useful admin guidance with calibrated evidence,Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/docs/agent-workflows/severity-rubric.md
ADTK instruction asset,tam-interview,TAM discovery interview questions,Agent capability,Headless specialist/companion guidance; no automatic import,Instruction candidate,Port adapted guidance,Runtime evidence gathering and policy enforcement,"Medium: scoping checklist, not an executable capability",Instructions alone do not route inference or consume Cobuild usage,P1,Small,Source inspected; replacement not live-tested,"Prompt/playbook, not a registered skill or executable tool",Evaluate with real tool outputs; strip stale tool names and local assumptions,/Users/claude/Documents/dss-admin-toolkit/docs/agent-workflows/tam-interview-questions.txt
ADTK catalog prompt,fleet-sweep,Fleet health sweep,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,fleet-risks,Top risks right now,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,fleet-compare,Compare all hosts,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,fleet-quiet,Anything I missed this week?,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,fleet-outage,Is anything about to break?,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,st-hogs,Biggest storage hogs,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,st-cleanup,Cleanup candidates,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,st-growth,Storage pressure check,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,st-fleetwide,Fleet-wide storage,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,db-overview,Runtime DB overview,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,db-vacuum,Tables needing vacuum,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,db-perproject,DB usage by project,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,db-fleet,"DB health, all hosts",Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,k8s-states,Cluster states,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,k8s-audit,Deep-audit a cluster,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,k8s-fleet,K8s across the fleet,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,log-top,Top error groups,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,log-new,New or unusual errors,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,log-oom,Memory / OOM hunt,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,log-fleet,Errors across the fleet,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,cfg-conn,Connection health,Agent capability,connection/code-env/plugin tools,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,cfg-envs,Code env health,Agent capability,connection/code-env/plugin tools,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,cfg-plugins,Plugin inventory,Agent capability,connection/code-env/plugin tools,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,cfg-drift,Config drift between hosts,Agent capability,connection/code-env/plugin tools,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P1,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,llm-inventory,LLM Mesh inventory,Agent capability,list_llms; get_llm_info (inventory only),Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,llm-cost,LLM cost check,Agent capability,list_llms; get_llm_info (inventory only),Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,llm-usage,Who uses the LLM Mesh?,Agent capability,list_llms; get_llm_info (inventory only),Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,pr-landscape,Project landscape,Agent capability,list_projects plus ADTK footprint/cost,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,pr-dominant,Dominant projects,Agent capability,list_projects plus ADTK footprint/cost,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,pr-dead,Dead weight,Agent capability,list_projects plus ADTK footprint/cost,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,pr-migration,Migration sizing,Agent capability,list_projects plus ADTK footprint/cost,Workflow overlap,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
ADTK catalog prompt,co-byproject,Cost by project,Agent capability,No complete upstream playbook; needs ADTK sensors/actions,No complete workflow,Port adapted playbook,"Underlying diagnostics, evidence, policies and UI affordances",Useful admin playbook after bridge; not a standalone skill,Needs Cobuild inference plus supplied evidence or a supported ADTK tool bridge,P2,Medium,Source inspected; replacement not live-tested,Prompt text does not grant tool access; preserve exact targets and approval rules,Replay this prompt with matched evidence and verify claims/actions against ADTK outputs,/Users/claude/Documents/dss-admin-toolkit/resource/frontend/src/utils/agentPromptCatalog.ts
